Temperature,Humidity,Condition
37.574540118847366,56.03123868835932,Ideal
38.15071430640992,64.02552906679567,Ideal
37.931993941811406,60.05252372447857,Ideal
37.79865848419704,63.26457466107742,Ideal
37.35601864044244,58.20049601030612,Ideal
37.3559945203362,63.95523228496201,Ideal
37.2580836121682,58.89201678734163,Ideal
38.06617614577494,55.108376514802984,Ideal
37.801115011743214,64.05381976419264,Ideal
37.90807257779605,55.91286676786134,Ideal
37.22058449429581,58.193136375904146,Ideal
38.169909852162,64.50061967050804,Ideal
38.032442640800426,64.50607146937556,Ideal
37.41233911067828,60.734378881232864,Ideal
37.3818249672071,61.31837212169799,Ideal
37.383404509853435,59.4844552197832,Ideal
37.50424224295954,57.932107716980646,Ideal
37.724756431632244,58.28664545369916,Ideal
37.63194501864212,61.72518456077039,Ideal
37.491229140198044,62.5237452943768,Ideal
37.811852894722385,62.91579043725849,Ideal
37.33949386065204,62.896181427945535,Ideal
37.49214464853522,55.9120610304869,Ideal
37.56636184329369,59.944203047025816,Ideal
37.65606998421704,55.57558760016644,Ideal
37.98517596139302,60.49528882323735,Ideal
37.39967378215836,59.41530501373377,Ideal
37.71423443841361,63.877041827583,Ideal
37.79241456886204,58.50915012552079,Ideal
37.24645041272,56.17067016427606,Ideal
37.80754485190144,56.42991682052836,Ideal
37.3705241236873,62.61510631717472,Ideal
37.26505159298528,61.18218063316261,Ideal
38.148885537253335,56.0112267612279,Ideal
38.16563203307456,55.841068061149976,Ideal
38.00839734811646,62.0096913145912,Ideal
37.504613769173375,55.72763006364193,Ideal
37.29767211400639,63.21860059290356,Ideal
37.88423302651216,62.06242227156496,Ideal
37.640152493739606,55.813487806419,Ideal
37.32203823484478,55.848377140851916,Ideal
37.69517691011127,64.86639578501175,Ideal
37.23438852111522,58.7427079575612,Ideal
38.10932040207879,58.70642147066891,Ideal
37.45877998160002,63.127995672575025,Ideal
37.862522284353986,64.47248577383859,Ideal
37.51171107608941,64.86001063822872,Ideal
37.720068021177816,62.533781852589414,Ideal
37.74671027934328,58.76259585530916,Ideal
37.38485445552553,55.835007166986685,Ideal
38.169584627764564,62.77146915927437,Ideal
37.975132823361115,60.58404249735805,Ideal
38.13949894156419,59.242220092469765,Ideal
38.09482735042765,64.06354385094735,Ideal
37.79789997881109,56.111974823061516,Ideal
38.12187423502312,59.92625104290859,Ideal
37.28849250205192,55.11353644767419,Ideal
37.395982862419146,59.68660641994126,Ideal
37.24522728891054,55.56303275681837,Ideal
37.52533033076327,56.18817916268072,Ideal
37.588677289689485,56.17526246777105,Ideal
37.4713490317739,61.49210302116064,Ideal
38.02873750915193,62.46044879265423,Ideal
37.556753326693595,60.8336876509716,Ideal
37.48093450968739,64.62172548474541,Ideal
37.74269608315825,58.74870579523704,Ideal
37.34092422497476,57.857120862818604,Ideal
38.00219698075404,63.6859912818946,Ideal
37.274550643679774,57.23595838519453,Ideal
38.18688693660052,64.6322253944061,Ideal
37.97224476929666,55.12154474689817,Ideal
37.39871568153418,64.6987882670764,Ideal
37.20552211712361,55.43159911950576,Ideal
38.015461428454834,63.91143113698071,Ideal
37.90685734384762,60.277011090863,Ideal
37.92900716804099,64.929647961193,Ideal
37.97127034668595,55.73796564735399,Ideal
37.274044651734094,60.53854284401321,Ideal
37.55846572854428,64.69302535619099,Ideal
37.315869059525134,60.23097844170149,Ideal
38.063103425875596,61.293986381352624,Ideal
37.82329812682756,61.95748688984617,Ideal
37.530898024852654,59.545410647677734,Ideal
37.263558350286026,61.275580800840636,Ideal
37.510982321715666,60.843143119231,Ideal
37.52518332202675,64.01158010490988,Ideal
37.92960617833807,55.454463803414576,Ideal
37.83755747135522,57.8096318959223,Ideal
38.08721274257633,64.5041148407656,Ideal
37.67221492516195,63.902637838909165,Ideal
37.319594245938305,59.556567527857126,Ideal
37.913244787223,61.20132597801537,Ideal
37.9607850486169,57.77381182981133,Ideal
37.7612771975695,56.881211597237616,Ideal
37.97096717995456,59.63698404939982,Ideal
37.693795596364396,58.53352228026053,Ideal
37.722732829382,60.83656111850872,Ideal
37.62754101835855,55.77734636964985,Ideal
37.2254191267441,64.74394807666167,Ideal
37.30789142699331,64.86210744479602,Ideal
37.231429185686736,61.98161714019745,Ideal
37.836410411263785,60.360963663441204,Ideal
37.51435598107633,58.09527616286328,Ideal
37.7085706911647,63.137950197069486,Ideal
38.1075664739261,61.847311725538795,Ideal
37.44929222914888,56.62616939344891,Ideal
37.61038292303563,64.10927184493842,Ideal
37.95555113854305,63.22537242923169,Ideal
37.42879816549163,64.49799913291923,Ideal
37.276979909828796,62.2571950838836,Ideal
37.48975145291377,61.1341519593579,Ideal
37.361221287254004,59.18243036290619,Ideal
38.12969765234258,64.32728483354013,Ideal
38.00812037956442,63.660638895004084,Ideal
37.83340375651043,55.45218670106189,Ideal
